[0mGET / [32m200[0m 30.067 ms - 5998[0m
::ffff:127.0.0.1 - - [15/Jul/2020:05:35:20 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:35:22 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:36:06 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:36:16 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:36:34 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:05 +0000] "GET / HTTP/1.1" 200 3086 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:06 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:07 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:26 +0000] "GET / HTTP/1.1" 200 2262 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:26 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:26 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:26 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:26 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:37:27 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:42:36 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:42:36 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:42:36 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:42:36 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:42:36 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:34 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:34 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:34 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:34 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:34 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:35 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:36 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:37 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:37 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:37 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:37 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:37 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:49 +0000] "GET / HTTP/1.1" 200 2387 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:49 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:50 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:50 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:50 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:43:50 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:43 +0000] "GET / HTTP/1.1" 200 2418 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:43 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:43 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:44 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:44 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:44 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:49:44 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:44 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:45 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:50:51 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:26 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:27 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:54 +0000] "GET / HTTP/1.1" 200 2198 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:54 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:54 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:54 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:55 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:51:55 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET / HTTP/1.1" 200 2217 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /js/chat_engine-3fe0301276.js HTTP/1.1" 200 891 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:11 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:22 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /js/chat_engine-3fe0301276.js HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:23 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:24 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:40 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:40 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:40 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:40 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:52:41 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
